date,solo_travel,age,trip_count,travel_reason,trip_enjoyment,spontaneity,next_destination,enjoyment_rate
2024-05-13 19:14:31,true,35-44,10+,Budget-friendly,Practicing a new language,1,true,8
2024-09-26 10:43:08,true,Under 25,2-5,Self-discovery,Personal growth,3,false,10
2025-02-02 20:05:01,false,35-44,6-9,Budget-friendly,Practicing a new language,6,false,5
2024-11-18 14:25:42,true,Under 25,10+,Adventure,Personal growth,5,false,8
2024-07-16 06:23:59,true,55+,2-5,Relaxation,Meeting new people,3,false,1
2024-04-14 19:21:42,false,25-34,2-5,Self-discovery,Meeting new people,6,true,2
2024-08-30 00:59:16,true,25-34,2-5,Cultural Immersion,Exploring new places,1,false,2
2024-10-23 05:13:18,false,Under 25,10+,Budget-friendly,Exploring new places,10,false,9
2024-09-12 22:35:30,true,45-54,6-9,Cultural Immersion,Meeting new people,6,false,3
2024-11-27 08:13:13,true,Under 25,2-5,Budget-friendly,Trying new food,7,false,7
2024-03-22 18:40:53,true,55+,0-1,Cultural Immersion,Practicing a new language,4,false,3
2024-07-17 21:35:09,true,25-34,2-5,Self-discovery,Personal growth,6,true,7
2024-09-10 20:11:21,false,25-34,0-1,Self-discovery,Exploring new places,1,true,10
2024-06-28 03:15:59,false,45-54,2-5,Self-discovery,Trying new food,6,false,4
2024-11-10 10:53:06,false,35-44,0-1,Adventure,Trying new food,1,true,4
2024-03-03 11:48:48,true,35-44,10+,Cultural Immersion,Practicing a new language,1,false,6
2025-01-19 07:46:21,false,Under 25,0-1,Adventure,Meeting new people,5,false,7
2024-08-12 14:19:10,true,45-54,10+,Adventure,Meeting new people,1,false,4
2024-10-14 14:47:10,false,35-44,0-1,Relaxation,Trying new food,10,false,2
2025-01-13 18:12:46,true,Under 25,6-9,Adventure,Personal growth,4,false,7
2024-05-23 06:49:08,true,55+,2-5,Relaxation,Trying new food,7,false,9
2024-11-24 00:01:38,true,35-44,10+,Adventure,Exploring new places,9,false,1
